G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,E,InnOuts,seasons,latestAge,weight,height,lastG,lastAB,lastR,lastH,last2B,last3B,lastHR,lastRBI,lastSB,lastCS,lastBB
91,300,36,78,18,1,6,33,6,1,21,22,2166,2,22,185,74,138,475,56,118,32,2,58,12,3,34
97,338,46,92,22,2,9,43,9,2,28,22,2412,3,23,185,74,110,415,65,122,30,3,63,16,3,41
106,382,50,106,25,2,9,44,9,2,30,23,2843,4,24,185,74,131,514,64,147,35,2,49,9,5,36
96,345,46,96,23,1,8,43,7,2,26,20,2479,5,25,185,74,59,198,29,57,14,0,37,2,1,11
103,383,52,107,23,1,9,47,6,2,27,17,3267,6,26,185,74,140,570,82,160,26,3,72,1,3,31
102,377,53,104,22,1,10,48,6,2,26,16,3162,7,27,185,74,96,341,58,91,18,2,49,2,1,22
96,354,50,98,21,1,9,46,5,2,24,14,2955,8,28,185,74,54,194,35,58,15,0,32,2,0,15
100,369,52,103,23,2,10,48,5,2,25,13,2980,9,29,185,74,127,496,64,137,35,5,68,1,2,32
98,359,50,99,22,1,9,45,4,1,25,12,2840,10,30,185,74,89,268,30,67,11,1,21,0,0,22
96,341,47,94,20,1,9,44,4,1,24,11,2660,11,31,185,74,72,161,22,43,9,0,30,2,0,17
99,349,48,96,21,1,10,46,4,1,26,10,2690,12,32,185,74,130,436,57,121,27,0,71,1,1,49
93,327,45,90,19,1,9,43,3,1,24,9,2510,13,33,185,74,27,66,6,13,3,0,6,1,0,3
89,307,41,84,18,1,8,40,3,1,23,9,2345,14,34,185,74,29,51,2,6,2,0,2,0,0,3
121,411,57,105,16,4,14,54,3,3,65,17,3018,2,35,200,74,141,465,64,119,20,4,61,5,4,77
128,448,69,118,20,3,19,63,4,4,71,18,3231,3,36,200,74,142,523,94,145,29,3,82,6,6,84
129,436,67,112,18,3,18,63,3,3,73,14,2774,4,37,200,74,131,401,60,93,11,1,63,2,2,77
133,450,70,114,18,2,22,69,3,3,75,15,2787,5,38,200,74,151,505,81,125,17,0,94,0,4,85
136,459,71,116,17,2,23,72,3,3,78,13,2760,6,39,200,74,151,507,78,122,15,0,85,3,2,91
