58,174,15,40,8,0,4,22,0,1,11,6,1260,5,30,195,75,41,96,7,24,5,0,2,14,0,0,2
48,146,12,34,7,0,3,19,0,1,9,5,1054,6,31,195,75,2,3,1,1,0,0,1,2,0,0,0
37,74,7,14,5,0,3,14,1,0,9,3,691,1,25,205,74,37,74,7,14,5,0,3,14,1,0,9
45,80,10,17,5,0,2,12,1,0,7,6,708,2,27,205,74,53,87,14,20,6,0,2,10,2,0,6
47,65,9,14,4,0,1,9,1,0,6,4,577,3,28,205,74,52,36,8,9,3,1,0,5,2,0,4
45,58,8,13,4,0,1,8,1,0,6,3,515,4,29,205,74,41,35,4,9,5,0,1,3,0,0,6
45,54,7,10,3,0,1,6,1,0,5,2,480,6,31,205,74,25,49,5,9,1,0,2,6,1,0,2
43,57,7,11,3,0,1,6,1,0,6,2,515,7,32,205,74,32,76,8,13,3,0,1,5,1,0,15
70,172,20,37,4,0,9,25,0,0,28,3,620,1,32,190,72,70,172,20,37,4,0,9,25,0,0,28
70,182,24,47,6,0,8,28,0,0,28,2,928,2,33,190,72,70,193,28,58,9,0,8,32,0,0,29
77,203,26,53,7,0,8,33,0,0,29,2,932,3,34,190,72,92,245,32,66,8,1,9,44,1,1,31
30,59,11,16,6,2,3,9,0,0,6,1,369,1,26,200,74,30,59,11,16,6,2,3,9,0,0,6
63,257,29,69,14,0,4,21,6,7,23,3,1668,1,24,205,72,63,257,29,69,14,0,4,21,6,7,23
83,308,35,76,14,1,5,29,7,5,39,4,2131,2,25,205,72,103,360,42,84,14,2,6,37,9,3,55
58,174,23,44,7,3,1,12,9,3,12,2,1290,2,25,185,70,48,147,20,40,6,3,2,11,8,1,8
43,122,16,30,4,2,0,8,6,2,8,1,898,3,26,185,70,15,17,3,3,0,0,0,1,0,0,1
100,378,36,88,16,2,9,43,11,8,24,7,5246,1,22,200,75,100,378,36,88,16,2,9,43,11,8,24
123,432,43,101,18,5,9,47,11,7,28,6,6114,2,23,200,75,147,487,51,115,20,9,9,52,11,7,33
132,468,63,124,22,6,12,58,16,7,36,8,6518,3,24,200,75,151,539,104,170,31,7,18,81,27,8,51
139,499,72,134,23,8,13,67,22,8,46,8,6921,4,25,200,75,158,592,97,166,28,15,18,92,39,9,78
141,516,76,138,25,8,14,67,25,9,52,10,7128,5,26,200,75,152,584,92,151,30,7,18,70,37,15,76
145,537,82,143,25,7,17,74,28,9,56,10,7323,7,28,200,75,155,592,106,167,27,4,26,96,39,7,70
142,529,81,139,24,7,16,70,28,9,58,10,7212,8,29,200,75,128,472,77,113,17,7,10,42,31,8,70
142,526,80,136,24,6,15,67,27,8,58,10,7111,9,30,200,75,135,502,72,111,25,3,11,43,24,7,56
140,516,78,133,23,6,15,65,26,8,57,10,6982,10,31,200,75,122,431,64,107,16,5,14,51,17,5,48
99,286,48,84,13,3,3,20,32,9,21,10,3779,2,34,175,73,121,359,66,112,16,3,5,31,40,15,32
102,286,45,85,13,3,3,18,31,10,21,6,3736,3,35,175,73,108,288,40,87,12,3,4,13,31,13,22
111,333,50,102,16,3,5,31,29,10,24,5,4415,4,36,175,73,138,474,66,152,26,3,12,70,21,11,32
116,386,58,115,17,2,7,36,21,8,28,5,4940,6,38,175,73,130,491,77,141,18,0,11,47,4,6,37
21,76,10,26,5,0,4,12,0,0,6,2,477,1,24,220,71,21,76,10,26,5,0,4,12,0,0,6
51,137,4,25,3,1,0,7,1,0,14,4,1167,1,25,205,74,51,137,4,25,3,1,0,7,1,0,14
44,119,7,24,2,0,0,6,0,0,13,2,987,2,27,205,74,38,101,10,23,2,0,0,6,0,0,12
54,129,8,28,4,0,0,12,0,0,11,2,1066,3,28,205,74,73,151,12,36,7,0,2,24,0,0,9
42,99,6,21,3,0,0,9,0,0,9,1,819,4,29,205,74,9,10,0,0,0,0,0,0,0,0,1
107,431,73,140,18,5,0,33,4,4,46,4,2722,1,40,192,71,107,431,73,140,18,5,0,33,4,4,46
134,532,76,156,21,4,1,43,6,6,56,6,3484,2,41,192,71,162,634,80,172,25,4,3,54,8,8,66
140,519,68,144,19,4,1,44,6,6,54,7,3595,3,42,192,71,151,493,52,121,14,3,0,45,7,7,52
135,483,62,135,18,3,0,41,5,5,51,8,3377,4,43,192,71,121,374,43,107,15,2,0,34,1,1,40
132,467,61,129,16,3,1,42,5,4,58,7,3264,5,44,192,71,119,405,60,107,12,2,2,46,8,1,86
